node_uuid,node_id,org_name,role,country,city
5be267e3-0618-5e3b-9757-8072b684e6e2,3137,Pacific Processors Inc,processor,netherlands,
1c6b1c9c-eab9-5164-982c-976231083471,3138,Nordic Consumer Goods,factory,spain,
cf5b1778-9ed4-5823-b9a5-67b37a0c2191,3139,Alpine Production Group,factory,france,
b9216929-afea-57c8-9f23-aa5d491a1eb0,3140,Evergreen Growers,farm,united kingdom,
d9bbce84-d9d9-5df9-8ed9-85dfa04853dd,3141,Nordic Seafood Processing,processor,united kingdom,
4c383dfe-485e-59ae-ae3c-c8c209b22837,3142,Nordic Seafood Processing,processor,netherlands,
ecd70467-8dbe-5e7e-91e6-889f87f5b814,3143,European Foods Manufacturing,factory,united kingdom,
1eb91c05-4260-5748-9584-e68b0cb9999a,3144,British Food Processing,factory,netherlands,
5d23b240-5583-5fb7-aae3-25a321149dc8,3145,Peak District Farms,farm,france,
1ac2b08f-a731-5007-9a46-b8cd4f111bf7,3146,Pacific Processors Inc,processor,netherlands,
5ff19412-b621-5cd5-b54b-5f060890e3ba,3147,Pacific Processors Inc,processor,united kingdom,
40160776-e3b1-57ca-99fd-8c4182503029,3148,Continental Confections,factory,poland,
42c074d8-ba7f-560b-b0ab-88e47156360f,3149,Iberian Food Industries,factory,germany,
8ac85038-9b5d-5560-80cd-6f342d3a5a84,3150,Golden Harvest Co,farm,belgium,
f30b60f2-43ea-5afb-a7f4-c71d0a156e10,3151,Greencore UK,processing plant,poland,
c258eca5-1538-5e85-949b-8ae41b0d46a6,3152,Kerry Foods,processing plant,united kingdom,
f79f8e21-541b-59e1-a966-df5a37acda81,3153,Lineage UK Ltd,cold store,spain,
d22de19a-cc7c-5da0-8f8c-eabf18c53813,3154,Nordic Cold Chain,cold store,spain,
52065fea-a922-52d8-bdf2-5284a6361f2b,3155,Evergreen Growers,farm,spain,
eac3aa90-983c-5a56-9001-fb1cdef8563d,3156,Bakkavor Group,processing plant,belgium,
3752cec9-4f25-5152-8d38-e6436c699ed7,3157,Greencore UK,processing plant,kenya,
a7362e4e-e05a-5dd5-a0cc-43a20897d7dd,3158,Frigo-Logistics UK,cold store,spain,
5d319a5e-db2f-58c0-be9b-d28136385a3e,3159,Kloosterboer Cold Logistics,cold store,kenya,
54a583c0-f2f0-5445-ac4a-b4fb91a43c66,3160,Tate and Lyle Supplies,supplier,ireland,
5a48ae39-3360-587d-a069-31efa617e102,3161,AG Barr Bottling,bottling plant,united kingdom,
137d93b9-dd29-59ca-805c-b5f1179e376b,3162,Britvic Bottling,bottling plant,belgium,
747165e0-bfc7-5cb8-9ca2-6e9e3d53089e,3163,Tate and Lyle Supplies,supplier,united states,
16ff6df1-0a14-586e-b003-2ee9c04046a9,3164,AG Barr Bottling,bottling plant,belgium,
622b225d-2a45-5e60-a4e7-6362b672497d,3165,AG Barr Bottling,bottling plant,united kingdom,
23e44cea-6889-5f09-9f58-39caaf5b47f7,3166,Cargill UK Ltd,supplier,france,
91ab6662-2144-5625-8a8e-35efb9e9c58a,3167,AG Barr Bottling,bottling plant,united kingdom,
495c652d-a54d-5730-8455-7f30385ce4dd,3168,Britvic Bottling,bottling plant,ireland,
cc4ff6fa-77f4-58b1-bbe3-4066c7136b73,3169,Univar Solutions UK,supplier,belgium,
8f36090b-2100-5d58-bb5c-8bf10998d2c0,3170,AG Barr Bottling,bottling plant,united kingdom,
4c391641-e269-5f88-b8eb-e4ef7f35e457,3171,Britvic Bottling,bottling plant,belgium,
c5c815bf-13c1-50c6-97f5-6f20b1ed8ffd,3172,Cargill UK Ltd,supplier,united kingdom,
5db45675-a205-513a-bc52-ddc809026fbe,3173,AG Barr Bottling,bottling plant,germany,
68b1cfb9-12ea-5826-9bf8-943cf19f311b,3174,AG Barr Bottling,bottling plant,united kingdom,
4c54ede0-6f9c-54a1-8d33-c013973e0c2b,3175,Univar Solutions UK,supplier,germany,
0a721671-608d-54c2-b990-7b2223101f98,3176,Britvic Bottling,bottling plant,united kingdom,
c9babfde-837d-5cc6-b3e4-9a79b5d867a9,3177,Coca-Cola CCEP UK,bottling plant,france,
b681c638-a772-56ce-8db9-e3fc9be9f793,3178,Cargill UK Ltd,supplier,france,
82eb7604-164d-5293-95aa-ccd7322a3305,3179,Coca-Cola CCEP UK,bottling plant,united states,
ded1c8c1-6a1b-5610-971b-b34b6de93a8f,3180,Britvic Bottling,bottling plant,united states,
fb06dbcf-7f85-5d1b-ae44-fc75df382f10,3181,Concha y Toro Estate,vineyard,spain,
b7ace554-7805-5c79-b71e-b43c6566febc,3182,Gallo Wines UK,winery,france,
40b81303-ee40-57f7-bf3f-c87109608747,3183,Concha y Toro UK,winery,italy,
2a50414a-64aa-535e-a981-4d5bd416b3c9,3184,Justerini and Brooks,importer,australia,
6f072f66-8b7f-50b9-b4b1-428162250ccb,3185,Justerini and Brooks,importer,australia,
1bd98799-76aa-5bca-b728-bd611f081442,3186,Mendoza Vinedos,vineyard,france,
06965700-0ce6-58d1-ad8e-45b82f23c21e,3187,Gallo Wines UK,winery,argentina,
3f0e3c59-905c-5afa-9701-30a67fc9fb39,3188,Gallo Wines UK,winery,france,
96dcdeb5-f7d4-5e05-ba1f-0c998226c04a,3189,Berry Bros and Rudd,importer,france,
f5cfe775-3bbe-5868-b29e-0b11626e8d4f,3190,Berry Bros and Rudd,importer,spain,
7f85b5d0-e9b3-52d0-aafc-be4809370cdc,3191,Barossa Valley Wines,vineyard,australia,
d7c1a7f3-0383-5716-9e8e-f99bd9376d88,3192,Pernod Ricard UK Import,winery,australia,
d0db90c9-42e6-571b-b39a-cc12639b0703,3193,Treasury Wine Estates,winery,australia,
21e2e4d5-e9ea-51b4-9ffd-a3b5e7a91dcc,3194,Enotria and Coe,importer,chile,
52b75655-a2da-50ad-93ac-d61beeee996d,3195,Justerini and Brooks,importer,italy,
2bd7c7ee-daee-5d06-b49c-d19acc4e71f5,3196,Mendoza Vinedos,vineyard,argentina,
2f4fce05-96cb-56b0-a0cc-6a90b60b8d6c,3197,Pernod Ricard UK Import,winery,spain,
9ae06b7a-38a7-5632-88b8-39966a95b0ce,3198,Gallo Wines UK,winery,chile,
131f0ee0-ca75-515c-bd71-71b87fafc399,3199,Berry Bros and Rudd,importer,italy,
23358ae8-941e-57dc-aba6-c9e2154afbb3,3200,Berry Bros and Rudd,importer,france,
f06ea431-91c1-53a4-93df-a7f033a0c914,3201,Bodegas Rioja Sur,vineyard,spain,
12b2e5e8-c611-51f1-ab8f-709caca7e480,3202,Concha y Toro UK,winery,argentina,
7159e988-42b8-5c0d-9a67-3416743f5af9,3203,Freixenet Mionetto,winery,italy,
9d02f309-6d4d-5f2d-8016-3c296814932e,3204,Enotria and Coe,importer,argentina,
751ee2a2-39c8-52d7-bba4-4086cb5ce296,3205,Enotria and Coe,importer,italy,
c62b89dc-57e8-577f-aec6-aa4a5421741e,3206,Green Valley Farm,farm,czech republic,
042fd774-d66e-5e2a-8d51-e1b982bd5c3e,3207,Thomas Fawcett and Sons,malting house,czech republic,
3dbac2e1-6f36-53a3-be1b-ccc0e569ed56,3208,Crisp Maltings,malting house,netherlands,
ae26ffb9-0265-5f82-8f55-a207b5a7b745,3209,Timothy Taylors,brewery,belgium,
622d9326-5281-5bac-bfa8-05cbecc89746,3210,Carlsberg Marstons,brewery,united kingdom,
80da2cc0-9c6a-5e4e-badb-a76a46e58347,3211,Evergreen Growers,farm,united kingdom,
28fa9755-82f7-5798-94a6-bad3fb041a58,3212,Crisp Maltings,malting house,czech republic,
89401801-d714-5f7c-80b0-d89693cd0632,3213,Bairds Malt,malting house,germany,
fffc92d3-c99c-5bb9-89bc-978f7f1efd2b,3214,BrewDog PLC,brewery,ireland,
8fabef80-62a1-58cb-9e8a-a1cd4b3b9784,3215,Fullers Brewery,brewery,belgium,
46bb7f0f-78a0-5b77-a1b2-e8f2e6d036a1,3216,Golden Harvest Co,farm,united kingdom,
4d1403e8-7aff-525c-9544-5e6451925967,3217,Muntons Malt,malting house,germany,
3b9ae378-1ccc-5d01-b042-b8d0c280a78d,3218,Thomas Fawcett and Sons,malting house,netherlands,
24c8c742-af8d-5561-96cc-e4eaa7e98dd6,3219,Carlsberg Marstons,brewery,belgium,
5f534e97-11f9-5c0c-a7f8-fd7dc0aeec74,3220,Timothy Taylors,brewery,germany,
b36f6615-5cc1-57af-973d-d6d21801630c,3221,Peak District Farms,farm,netherlands,
992d8dee-17d2-5e9a-9153-f9b4266ffa8b,3222,Bairds Malt,malting house,united kingdom,
27ca729d-f791-5d0f-b79f-1cf3b26f9415,3223,Muntons Malt,malting house,germany,
40824b50-3114-5af7-83b7-dbc3afc0b2ac,3224,Timothy Taylors,brewery,belgium,
2966d424-4ede-5a81-b3d8-00d5125e688a,3225,Heineken UK,brewery,netherlands,
a3e9c36e-652d-5ff4-8585-27b1c984edd0,3226,Green Valley Farm,farm,germany,
f5925adb-dbff-55bc-ae57-acc83eafd054,3227,Bairds Malt,malting house,czech republic,
6727b4bb-7239-5e05-adde-cb84b8020b9d,3228,Thomas Fawcett and Sons,malting house,czech republic,
28d36f17-8079-56ed-8b5f-19377009b1b6,3229,AB InBev UK,brewery,netherlands,
dada0135-59a3-506c-9815-4e1a6ee9dbc6,3230,BrewDog PLC,brewery,belgium,
73fd912f-7054-59a9-a400-3d9c3990f6ad,3231,Blue Ridge Farm,farm,united kingdom,
43e9df84-bee2-59e4-a27a-63537e4fb95d,3232,Muntons Malt,malting house,czech republic,
42136381-c0d1-514b-9597-36933b92c0bb,3233,Muntons Malt,malting house,czech republic,
9fea85c0-109c-5042-9fd1-c418603e3909,3234,AB InBev UK,brewery,ireland,
acb07b20-20ac-5733-b208-75e70cd60bbd,3235,Fullers Brewery,brewery,germany,
316009fa-0c69-59d4-b094-af24152c2c9f,3236,Highland Fields,farm,vietnam,
d24757d2-13d1-5102-935f-2000bff7cef7,3237,Nordic Seafood Processing,processor,indonesia,
177567c0-1c19-5c88-b10b-89976ca87b12,3238,TeaPro Processing Ltd,processor,vietnam,
afea9e41-7e51-560c-9a47-f22ee8f3e21e,3239,Tetley Blend Centre,blender,spain,
c7470385-4fba-538f-9fba-c49aa0de349e,3240,Yorkshire Tea Blenders,blender,mexico,
c0668ce2-0ceb-5e95-a641-4e78ba160f3a,3241,Athenian Groves,orchard,spain,
d5f9dabd-078b-53c4-a821-5f2cec8ea27e,3242,Athenian Groves,orchard,spain,
dc717d48-a87e-5576-a13c-9911aab17f51,3243,TeaPro Processing Ltd,processor,united kingdom,
d4417cd7-442d-5bb6-b0a8-6011772927ac,3244,Andalusian Orchard Co,orchard,spain,
1c97f890-faa6-5f22-b891-37072eea2928,3245,Andalusian Orchard Co,orchard,spain,
47311212-1c8a-53e4-af9e-dcca322465da,3246,Andalusian Orchard Co,orchard,spain,
91519e69-8712-52c3-8e59-8bdbb8ddf91b,3247,Andalusian Orchard Co,orchard,spain,
01a4867e-2a4b-5b10-a4e7-4564391585a1,3248,TeaPro Processing Ltd,processor,united kingdom,
dba35c80-7cbc-5b21-8d4b-fce14cf2673b,3249,Sicilian Grove,orchard,spain,
8553f58b-d01b-52cc-a0c1-b1810f2d0f32,3250,Allied Grain Millers,mill,spain,
cd8e000d-ea7b-567d-8f85-209c307ca350,3251,Continental Herbs Ltd,processor,united kingdom,
b5c63658-82a0-572d-93e5-d814444a1716,3252,Spanish Orchards,orchard,spain,
084caf04-db81-5b2a-b21d-5e6991137750,3253,Allied Grain Millers,mill,spain,
b8aafcb7-01ef-5fe4-8175-07bfdaadbe20,3254,Nordic Mills,mill,spain,
c6af5099-9006-529d-a387-1fac6de50cda,3255,Andalusian Orchard Co,orchard,spain,
8c4cf6e7-260e-545d-ad84-84267da0b980,3256,Nordic Mills,mill,spain,
29e1aef6-b60d-5dae-9429-be8eea4ac7a0,3257,Andalusian Orchard Co,orchard,spain,
b9587587-04bd-5ae3-9eca-8c383cd79acd,3258,Nordic Mills,mill,spain,
b445a6af-cab9-5be1-a725-76181d364ee3,3259,Highland Fields,farm,united kingdom,
2be84401-7717-5cc0-aa44-0dbaa5bc81cc,3260,British Food Processing,factory,united kingdom,
6082428b-e916-559a-9ef8-309ded64b26a,3261,Andalusian Orchard Co,orchard,spain,
7a7dd784-fd3b-5a9a-8674-a0b8429849cf,3262,Continental Herbs Ltd,processor,united kingdom,
8f81a29d-d12c-59d3-9a4b-f53935f5986f,3263,Andalusian Orchard Co,orchard,spain,
e6d4c891-9999-55cd-9a87-e1957e5a9c12,3264,Sicilian Grove,orchard,spain,
78916400-bb9d-5b7a-8bc4-feb947487329,3265,Spanish Orchards,orchard,spain,
689a3162-d717-5a03-afe2-679aef03e07b,3266,Spanish Orchards,orchard,spain,
81a64a8e-daf7-5a7a-b946-248943a69755,3267,Continental Herbs Ltd,processor,united kingdom,
